,image_name,image_width,image_height,center_x,center_y,bnd_width,bnd_height,label
20,broken-arc3(air-hole)-005.jpg,1181,815,0.06223539373412362,0.22024539877300614,0.12277730736663844,0.17791411042944785,2
21,air-hole12(hollow-bead)-051.jpg,1178,817,0.6018675721561969,0.5563035495716034,0.013582342954159592,0.01591187270501836,0
22,air-hole12(hollow-bead)-051.jpg,1178,817,0.44439728353140917,0.3329253365973072,0.016129032258064516,0.022031823745410038,0
23,crack052.jpg,958,653,0.5198329853862212,0.43568147013782543,0.1022964509394572,0.15773353751914243,3
24,air-hole9(slag-inclusion)-043.jpg,1180,813,0.5110169491525424,0.6709717097170972,0.03389830508474576,0.04305043050430504,6
25,air-hole9(slag-inclusion)-043.jpg,1180,813,0.34067796610169493,0.41697416974169743,0.01694915254237288,0.01968019680196802,0
26,broken-arc3(air-hole)-265.jpg,1181,815,0.48348856900931414,0.21288343558282208,0.28789161727349705,0.4208588957055215,2
27,broken-arc3(air-hole)-036.jpg,1181,815,0.29254868755292124,0.5822085889570552,0.5800169348010161,0.8282208588957055,2
28,broken-arc2-062.jpg,958,653,0.558455114822547,0.6125574272588055,0.5678496868475992,0.7656967840735069,2
29,air-hole10-080.jpg,1182,817,0.561336717428088,0.8812729498164015,0.021150592216582064,0.02447980416156671,0
30,air-hole4(hollow-bead)-016.jpg,1182,820,0.5249576988155669,0.775609756097561,0.014382402707275803,0.014634146341463415,0
31,air-hole4(hollow-bead)-016.jpg,1182,820,0.6552453468697124,0.95,0.014382402707275803,0.01707317073170732,0
32,air-hole4(hollow-bead)-016.jpg,1182,820,0.6395939086294417,0.926829268292683,0.01353637901861252,0.014634146341463415,0
33,air-hole12(hollow-bead)-015.jpg,1178,817,0.44609507640067914,0.42166462668298654,0.014431239388794566,0.0208078335373317,0
34,air-hole12(hollow-bead)-015.jpg,1178,817,0.2873514431239389,0.20257037943696451,0.021222410865874362,0.025703794369645042,0
35,air-hole10-199.jpg,1182,817,0.19458544839255498,0.22031823745410037,0.018612521150592216,0.02447980416156671,0
36,air-hole10-199.jpg,1182,817,0.41412859560067683,0.5367197062423501,0.017766497461928935,0.0208078335373317,0
37,air-hole10-199.jpg,1182,817,0.5668358714043993,0.7392900856793145,0.018612521150592216,0.022031823745410038,0
38,air-hole4(hollow-bead)-306.jpg,1182,820,0.46150592216582065,0.32439024390243903,0.010998307952622674,0.014634146341463415,0
39,air-hole4(hollow-bead)-306.jpg,1182,820,0.5752961082910322,0.4774390243902439,0.015228426395939087,0.015853658536585366,0
40,overlap114.jpg,958,653,0.453027139874739,0.552833078101072,0.0709812108559499,0.08269525267993874,5
41,unfused4-16.jpg,1182,817,0.3011844331641286,0.19828641370869032,0.23688663282571912,0.30354957160342716,7
42,air-hole4(hollow-bead)-361.jpg,1182,820,0.6184433164128595,0.060365853658536583,0.01692047377326565,0.018292682926829267,0
43,air-hole12(hollow-bead)-196.jpg,1178,817,0.7130730050933786,0.737454100367197,0.04753820033955857,0.05507955936352509,4
44,air-hole10-030.jpg,1182,817,0.32148900169204736,0.6658506731946144,0.018612521150592216,0.02692778457772338,0
45,broken-arc3(air-hole)-153.jpg,1181,815,0.5050804403048265,0.6233128834355828,0.024555461473327687,0.03190184049079755,0
46,air-hole15-55.jpg,1180,816,0.411864406779661,0.4056372549019608,0.01694915254237288,0.022058823529411766,0
47,air-hole15-55.jpg,1180,816,0.3906779661016949,0.3737745098039216,0.01694915254237288,0.024509803921568627,0
48,air-hole15-55.jpg,1180,816,0.4830508474576271,0.5030637254901961,0.01694915254237288,0.023284313725490197,0
49,broken-arc1-03.jpg,958,653,0.8006263048016702,0.3108728943338438,0.3173277661795407,0.13169984686064318,2
50,air-hole13-12.jpg,1182,816,0.3197969543147208,0.40870098039215685,0.015228426395939087,0.020833333333333332,0
51,unfused4-55.jpg,1182,817,0.6125211505922166,0.6395348837209303,0.24027072758037224,0.2876376988984088,7
52,crack058.jpg,958,653,0.5375782881002088,0.48085758039816234,0.0918580375782881,0.14701378254211334,3
53,air-hole15-83.jpg,1180,816,0.8567796610169491,0.8400735294117647,0.01694915254237288,0.01838235294117647,0
54,broken-arc3(air-hole)-052.jpg,1181,815,0.3001693480101609,0.5711656441717792,0.5952582557154953,0.8478527607361963,2
55,air-hole4(hollow-bead)-132.jpg,1182,820,0.023265651438240272,0.21951219512195122,0.010998307952622674,0.01707317073170732,0
56,air-hole4(hollow-bead)-132.jpg,1182,820,0.07148900169204737,0.28353658536585363,0.012690355329949238,0.015853658536585366,0
57,air-hole4(hollow-bead)-132.jpg,1182,820,0.14086294416243655,0.37317073170731707,0.012690355329949238,0.014634146341463415,0
58,air-hole4(hollow-bead)-132.jpg,1182,820,0.155668358714044,0.39451219512195124,0.01353637901861252,0.015853658536585366,0
59,air-hole4(hollow-bead)-132.jpg,1182,820,0.21277495769881558,0.4695121951219512,0.012690355329949238,0.01707317073170732,0
60,air-hole4(hollow-bead)-132.jpg,1182,820,0.43908629441624364,0.7835365853658537,0.02030456852791878,0.023170731707317073,0
61,air-hole4(hollow-bead)-132.jpg,1182,820,0.399746192893401,0.7286585365853658,0.0532994923857868,0.054878048780487805,4
62,broken-arc3(air-hole)-079.jpg,1181,815,0.43099068585944117,0.7521472392638037,0.3420829805249788,0.4834355828220859,2
63,broken-arc3(air-hole)-079.jpg,1181,815,0.05884843353090601,0.2214723926380368,0.014394580863674851,0.023312883435582823,0
64,air-hole7-393.jpg,1182,816,0.29314720812182743,0.06862745098039216,0.012690355329949238,0.014705882352941176,0
65,air-hole7-393.jpg,1182,816,0.47292724196277497,0.3137254901960784,0.01353637901861252,0.014705882352941176,0
66,air-hole7-393.jpg,1182,816,0.7026226734348562,0.6109068627450981,0.014382402707275803,0.015931372549019607,0
67,air-hole7-393.jpg,1182,816,0.7351945854483926,0.6568627450980392,0.01692047377326565,0.014705882352941176,0
68,crack065.jpg,958,653,0.5250521920668059,0.5513016845329249,0.08350730688935282,0.13476263399693722,3
69,air-hole7-138.jpg,1182,816,0.13663282571912014,0.15441176470588236,0.016074450084602367,0.022058823529411766,0
70,air-hole7-138.jpg,1182,816,0.0706429780033841,0.06740196078431372,0.012690355329949238,0.0196078431372549,0
71,unfused5-49.jpg,1181,816,0.3230313293818798,0.5030637254901961,0.26333615580016934,0.2806372549019608,7
72,air-hole11-092.jpg,1180,816,0.49491525423728816,0.6470588235294118,0.022033898305084745,0.029411764705882353,0
73,air-hole11-115.jpg,1180,816,0.10889830508474577,0.13480392156862744,0.0211864406779661,0.024509803921568627,0
74,air-hole9(slag-inclusion)-073.jpg,1180,813,0.6182203389830508,0.8610086100861009,0.0211864406779661,0.017220172201722016,0
75,unfused5-67.jpg,1181,816,0.13463166807790009,0.30943627450980393,0.26756985605419137,0.28799019607843135,7
76,air-hole12(hollow-bead)-067.jpg,1178,817,0.7143463497453311,0.6309669522643819,0.012733446519524618,0.01835985312117503,0
77,air-hole12(hollow-bead)-067.jpg,1178,817,0.5551782682512734,0.4143206854345165,0.01697792869269949,0.01835985312117503,0
78,broken-arc2-130.jpg,958,653,0.2395615866388309,0.21975497702909647,0.31419624217118997,0.4333843797856049,2
79,broken-arc2-148.jpg,958,653,0.08455114822546973,0.14088820826952528,0.16701461377870563,0.2327718223583461,2
80,air-hole14-018.jpg,1178,817,0.5764006791171478,0.4944920440636475,0.01697792869269949,0.022031823745410038,0
81,air-hole14-018.jpg,1178,817,0.9074702886247877,0.9485924112607099,0.01697792869269949,0.02447980416156671,0
82,overlap173.jpg,958,653,0.23329853862212943,0.5153139356814701,0.03444676409185804,0.05053598774885146,5
83,air-hole10-212.jpg,1182,817,0.5752961082910322,0.7668298653610771,0.015228426395939087,0.01591187270501836,0
84,air-hole10-212.jpg,1182,817,0.4242808798646362,0.5660954712362302,0.017766497461928935,0.01835985312117503,0
85,air-hole10-212.jpg,1182,817,0.20431472081218274,0.24724602203182375,0.017766497461928935,0.022031823745410038,0
86,air-hole2-36.jpg,958,653,0.38308977035490605,0.40275650842266464,0.033402922755741124,0.021439509954058193,0
87,broken-arc3(air-hole)-132.jpg,1181,815,0.5033869602032176,0.8907975460122699,0.03132938187976291,0.0392638036809816,0
88,crack011.jpg,958,653,0.08768267223382047,0.08116385911179173,0.1022964509394572,0.1562021439509954,3
89,air-hole4(hollow-bead)-014.jpg,1182,820,0.678087986463621,0.9506097560975609,0.016074450084602367,0.018292682926829267,0
90,air-hole4(hollow-bead)-014.jpg,1182,820,0.6611675126903553,0.9280487804878049,0.016074450084602367,0.014634146341463415,0
91,air-hole4(hollow-bead)-014.jpg,1182,820,0.5947546531302876,0.8396341463414634,0.015228426395939087,0.015853658536585366,0
92,air-hole4(hollow-bead)-014.jpg,1182,820,0.5469543147208121,0.7737804878048781,0.017766497461928935,0.018292682926829267,0
93,air-hole10-029.jpg,1182,817,0.338409475465313,0.6872705018359853,0.018612521150592216,0.028151774785801713,0
94,broken-arc3(air-hole)-082.jpg,1181,815,0.45681625740897547,0.7852760736196319,0.2988992379339543,0.4171779141104294,2
95,broken-arc3(air-hole)-082.jpg,1181,815,0.10880609652836579,0.2871165644171779,0.012701100762066046,0.0196319018404908,0
96,unfused2-06.jpg,1181,818,0.7777307366638442,0.8600244498777506,0.06350550381033022,0.06723716381418093,7
97,air-hole12(hollow-bead)-106.jpg,1178,817,0.931239388794567,0.8525091799265606,0.01697792869269949,0.0208078335373317,0
98,air-hole12(hollow-bead)-106.jpg,1178,817,0.7712224108658744,0.6346389228886169,0.021222410865874362,0.028151774785801713,0
99,air-hole10-046.jpg,1182,817,0.10490693739424704,0.3329253365973072,0.02030456852791878,0.02692778457772338,0
100,air-hole10-046.jpg,1182,817,0.434010152284264,0.7876376988984088,0.018612521150592216,0.025703794369645042,0
101,broken-arc3(air-hole)-182.jpg,1181,815,0.4928027095681626,0.7822085889570553,0.3386960203217612,0.4233128834355828,2
102,broken-arc3(air-hole)-182.jpg,1181,815,0.3082133784928027,0.503680981595092,0.013547840812870448,0.013496932515337423,0
103,broken-arc3(air-hole)-182.jpg,1181,815,0.0838272650296359,0.17484662576687116,0.013547840812870448,0.018404907975460124,0
104,air-hole7-338.jpg,1182,816,0.21235194585448391,0.052083333333333336,0.015228426395939087,0.01838235294117647,0
105,air-hole7-338.jpg,1182,816,0.5076142131979695,0.43995098039215685,0.015228426395939087,0.01715686274509804,0
106,air-hole7-338.jpg,1182,816,0.38071065989847713,0.27941176470588236,0.015228426395939087,0.01715686274509804,0
107,unfused3-08.jpg,1182,818,0.1446700507614213,0.09596577017114914,0.15397631133671744,0.18704156479217604,7
108,crack038.jpg,958,653,0.4232776617954071,0.33996937212863704,0.09498956158663883,0.14088820826952528,3
109,air-hole12(hollow-bead)-155.jpg,1178,817,0.5067911714770797,0.3788249694002448,0.04753820033955857,0.05263157894736842,4
110,air-hole12(hollow-bead)-054.jpg,1178,817,0.6281833616298812,0.5685434516523867,0.015280135823429542,0.01591187270501836,0
111,air-hole12(hollow-bead)-054.jpg,1178,817,0.4694397283531409,0.35006119951040393,0.015280135823429542,0.019583843329253364,0
112,air-hole4(hollow-bead)-115.jpg,1182,820,0.4750423011844332,0.8768292682926829,0.017766497461928935,0.02195121951219512,0
113,air-hole4(hollow-bead)-115.jpg,1182,820,0.25084602368866327,0.5640243902439024,0.012690355329949238,0.013414634146341463,0
114,air-hole4(hollow-bead)-115.jpg,1182,820,0.4369712351945855,0.822560975609756,0.051607445008460234,0.054878048780487805,4
115,air-hole4(hollow-bead)-115.jpg,1182,820,0.19416243654822335,0.4871951219512195,0.012690355329949238,0.018292682926829267,0
116,air-hole4(hollow-bead)-115.jpg,1182,820,0.17681895093062605,0.4652439024390244,0.011844331641285956,0.015853658536585366,0
117,air-hole4(hollow-bead)-115.jpg,1182,820,0.11040609137055837,0.3774390243902439,0.010998307952622674,0.015853658536585366,0
118,air-hole4(hollow-bead)-115.jpg,1182,820,0.06218274111675127,0.31402439024390244,0.012690355329949238,0.013414634146341463,0
119,air-hole14-074.jpg,1178,817,0.4885398981324278,0.07649938800489596,0.014431239388794566,0.01835985312117503,0
120,air-hole14-074.jpg,1178,817,0.5857385398981324,0.2178702570379437,0.01867572156196944,0.03182374541003672,0
121,air-hole14-074.jpg,1178,817,0.797962648556876,0.5226438188494492,0.01867572156196944,0.02692778457772338,0
122,air-hole14-074.jpg,1178,817,0.9032258064516129,0.6652386780905752,0.01697792869269949,0.0208078335373317,0
123,air-hole1-44.jpg,958,653,0.5762004175365344,0.4831546707503829,0.014613778705636743,0.019908116385911178,0
124,air-hole1-44.jpg,958,653,0.46242171189979125,0.49157733537519144,0.016701461377870562,0.015313935681470138,0
125,air-hole1-44.jpg,958,653,0.42745302713987476,0.49387442572741197,0.013569937369519834,0.016845329249617153,0
126,air-hole1-44.jpg,958,653,0.39613778705636743,0.49770290964777947,0.017745302713987474,0.021439509954058193,0
127,air-hole1-44.jpg,958,653,0.331419624217119,0.5183767228177641,0.017745302713987474,0.019908116385911178,0
128,air-hole7-087.jpg,1182,816,0.7542301184433164,0.9356617647058824,0.017766497461928935,0.01838235294117647,0
129,air-hole7-317.jpg,1182,816,0.3650592216582064,0.35294117647058826,0.016074450084602367,0.01715686274509804,0
130,air-hole7-317.jpg,1182,816,0.6759729272419628,0.7696078431372549,0.01692047377326565,0.0196078431372549,0
131,air-hole7-021.jpg,1182,816,0.30710659898477155,0.12683823529411764,0.011844331641285956,0.015931372549019607,0
132,air-hole7-021.jpg,1182,816,0.4263959390862944,0.2849264705882353,0.011844331641285956,0.01838235294117647,0
133,crack015.jpg,958,653,0.14718162839248433,0.13552833078101073,0.10020876826722339,0.15773353751914243,3
134,air-hole10-028.jpg,1182,817,0.3544839255499154,0.7105263157894737,0.02030456852791878,0.025703794369645042,0
135,overlap215.jpg,958,653,0.02870563674321503,0.5,0.024008350730688934,0.0444104134762634,5
136,unfused4-70.jpg,1182,817,0.7250423011844331,0.8115055079559363,0.21150592216582065,0.2741738066095471,7
137,crack047.jpg,958,653,0.5041753653444676,0.41960183767228176,0.0918580375782881,0.14088820826952528,3
138,air-hole10-324.jpg,1182,817,0.8388324873096447,0.54406364749082,0.016074450084602367,0.023255813953488372,0
139,air-hole10-324.jpg,1182,817,0.626057529610829,0.2252141982864137,0.023688663282571912,0.02692778457772338,0
140,air-hole14-075.jpg,1178,817,0.4702886247877759,0.05752753977968176,0.01697792869269949,0.022031823745410038,0
141,air-hole14-075.jpg,1178,817,0.568760611205433,0.1988984088127295,0.01867572156196944,0.030599755201958383,0
142,air-hole14-075.jpg,1178,817,0.7610356536502547,0.47429620563035496,0.021222410865874362,0.023255813953488372,0
143,air-hole14-075.jpg,1178,817,0.7835314091680815,0.503671970624235,0.01867572156196944,0.0208078335373317,0
144,air-hole14-075.jpg,1178,817,0.6549235993208828,0.3219094247246022,0.016129032258064516,0.019583843329253364,0
145,overlap181.jpg,958,653,0.029227557411273485,0.5053598774885145,0.018789144050104383,0.04900459418070444,5
146,air-hole3-00.jpg,958,665,0.4979123173277662,0.9819548872180451,0.016701461377870562,0.01804511278195489,0
147,overlap004.jpg,958,653,0.8867432150313153,0.5612557427258805,0.04697286012526096,0.05359877488514548,5
148,broken-arc2-133.jpg,958,653,0.2092901878914405,0.20520673813169985,0.2954070981210856,0.40428790199081166,2
149,broken-arc2-000.jpg,958,653,0.6169102296450939,0.9655436447166922,0.07515657620041753,0.06584992343032159,2
150,air-hole14-058.jpg,1178,817,0.6090831918505942,0.20195838433292534,0.019524617996604415,0.02447980416156671,0
151,air-hole14-058.jpg,1178,817,0.8399830220713073,0.5232558139534884,0.021222410865874362,0.030599755201958383,0
152,air-hole14-058.jpg,1178,817,0.6604414261460102,0.2692778457772338,0.01697792869269949,0.02447980416156671,0
153,air-hole10-319.jpg,1182,817,0.8460236886632826,0.4559363525091799,0.015228426395939087,0.01835985312117503,0
154,unfused37.jpg,958,653,0.22233820459290188,0.31929555895865236,0.22129436325678498,0.05972434915773354,7
155,air-hole4(hollow-bead)-247.jpg,1182,820,0.23011844331641285,0.10853658536585366,0.015228426395939087,0.01707317073170732,0
156,air-hole4(hollow-bead)-247.jpg,1182,820,0.4856175972927242,0.4445121951219512,0.01353637901861252,0.018292682926829267,0
157,air-hole4(hollow-bead)-247.jpg,1182,820,0.5249576988155669,0.500609756097561,0.012690355329949238,0.015853658536585366,0
158,air-hole4(hollow-bead)-247.jpg,1182,820,0.567258883248731,0.5573170731707318,0.012690355329949238,0.014634146341463415,0
159,air-hole4(hollow-bead)-247.jpg,1182,820,0.8472927241962775,0.9237804878048781,0.014382402707275803,0.015853658536585366,0
160,broken-arc3(air-hole)-055.jpg,1181,815,0.29974597798475866,0.5711656441717792,0.5961049957662997,0.8478527607361963,2
161,bite-edge2-17.jpg,958,653,0.7369519832985386,0.47013782542113325,0.10438413361169102,0.07656967840735068,1
162,air-hole2-37.jpg,958,653,0.35020876826722336,0.3981623277182236,0.03444676409185804,0.027565084226646247,0
163,broken-arc3(air-hole)-116.jpg,1181,815,0.40939881456392885,0.7214723926380369,0.012701100762066046,0.01717791411042945,0
164,broken-arc3(air-hole)-116.jpg,1181,815,0.24682472480948348,0.5411042944785276,0.024555461473327687,0.03680981595092025,0
165,broken-arc3(air-hole)-030.jpg,1181,815,0.25359864521591874,0.5288343558282208,0.502116850127011,0.7214723926380369,2
166,air-hole9(slag-inclusion)-281.jpg,1180,813,0.5190677966101694,0.11562115621156212,0.03474576271186441,0.03444034440344403,6
167,air-hole12(hollow-bead)-012.jpg,1178,817,0.42402376910016976,0.4143206854345165,0.012733446519524618,0.01835985312117503,0
168,air-hole12(hollow-bead)-012.jpg,1178,817,0.266553480475382,0.200734394124847,0.01697792869269949,0.022031823745410038,0
169,broken-arc1-21.jpg,958,653,0.9895615866388309,0.2894333843797856,0.016701461377870562,0.045941807044410414,2
170,unfused48.jpg,958,653,0.04488517745302714,0.29785604900459417,0.05010438413361169,0.0444104134762634,7
171,unfused6-58.jpg,1180,813,0.6639830508474577,0.932349323493235,0.08220338983050847,0.08364083640836409,7
172,air-hole10-012.jpg,1182,817,0.16328257191201354,0.3849449204406365,0.018612521150592216,0.028151774785801713,0
173,air-hole7-202.jpg,1182,816,0.626057529610829,0.6905637254901961,0.023688663282571912,0.028186274509803922,0
174,unfused25.jpg,958,653,0.46868475991649267,0.3330781010719755,0.22129436325678498,0.07197549770290965,7
175,unfused4-29.jpg,1182,817,0.39847715736040606,0.34394124847001223,0.22842639593908629,0.28151774785801714,7
176,broken-arc3(air-hole)-072.jpg,1181,815,0.37425910245554617,0.6730061349693252,0.4504657070279424,0.6417177914110429,2
177,air-hole7-245.jpg,1182,816,0.4293570219966159,0.4332107843137255,0.014382402707275803,0.020833333333333332,0
178,air-hole7-245.jpg,1182,816,0.255922165820643,0.21262254901960784,0.014382402707275803,0.015931372549019607,0
179,air-hole7-245.jpg,1182,816,0.15101522842639595,0.07659313725490197,0.012690355329949238,0.01838235294117647,0
180,air-hole7-245.jpg,1182,816,0.12690355329949238,0.04718137254901961,0.015228426395939087,0.020833333333333332,0
181,overlap186.jpg,958,653,0.7400835073068893,0.5405819295558959,0.037578288100208766,0.045941807044410414,5
182,air-hole4(hollow-bead)-075.jpg,1182,820,0.34560067681895096,0.5420731707317074,0.012690355329949238,0.018292682926829267,0
183,air-hole4(hollow-bead)-075.jpg,1182,820,0.3929780033840948,0.6073170731707317,0.014382402707275803,0.014634146341463415,0
184,air-hole4(hollow-bead)-075.jpg,1182,820,0.4602368866328257,0.6951219512195121,0.01353637901861252,0.01707317073170732,0
185,air-hole4(hollow-bead)-075.jpg,1182,820,0.4746192893401015,0.7128048780487805,0.01353637901861252,0.015853658536585366,0
186,air-hole4(hollow-bead)-075.jpg,1182,820,0.5317258883248731,0.7908536585365854,0.012690355329949238,0.018292682926829267,0
187,air-hole9(slag-inclusion)-031.jpg,1180,813,0.38305084745762713,0.4969249692496925,0.03559322033898305,0.03936039360393604,6
188,air-hole9(slag-inclusion)-031.jpg,1180,813,0.21101694915254238,0.24538745387453875,0.013559322033898305,0.015990159901599015,0
189,air-hole14-105.jpg,1178,817,0.47156196943972833,0.0740514075887393,0.014431239388794566,0.01835985312117503,0
190,air-hole9(slag-inclusion)-072.jpg,1180,813,0.6088983050847457,0.8493234932349324,0.0211864406779661,0.01845018450184502,0
191,unfused3-11.jpg,1182,818,0.15313028764805414,0.10819070904645477,0.15397631133671744,0.2017114914425428,7
192,overlap122.jpg,958,653,0.46659707724425886,0.5551301684532925,0.06680584551148225,0.0781010719754977,5
193,air-hole10-315.jpg,1182,817,0.8510998307952623,0.36413708690330476,0.01692047377326565,0.01835985312117503,0
194,broken-arc2-145.jpg,958,653,0.10438413361169102,0.14701378254211334,0.20250521920668058,0.28177641653905056,2
195,air-hole9(slag-inclusion)-081.jpg,1180,813,0.7004237288135593,0.982779827798278,0.017796610169491526,0.014760147601476014,0
196,air-hole10-207.jpg,1182,817,0.20135363790186125,0.2405140758873929,0.018612521150592216,0.0208078335373317,0
197,air-hole10-207.jpg,1182,817,0.4213197969543147,0.5575275397796817,0.01692047377326565,0.01835985312117503,0
198,air-hole10-207.jpg,1182,817,0.573181049069374,0.7594859241126071,0.014382402707275803,0.01835985312117503,0
199,air-hole12(hollow-bead)-206.jpg,1178,817,0.7716468590831919,0.8231334149326806,0.04753820033955857,0.05507955936352509,4
200,unfused4-07.jpg,1182,817,0.24111675126903553,0.11077111383108935,0.23519458544839256,0.2215422276621787,7
201,air-hole10-281.jpg,1182,817,0.8037225042301185,0.18665850673194614,0.015228426395939087,0.01835985312117503,0
202,air-hole12(hollow-bead)-121.jpg,1178,817,0.3522920203735144,0.06303549571603427,0.04923599320882852,0.05263157894736842,4
203,air-hole12(hollow-bead)-121.jpg,1178,817,0.8565365025466893,0.7613219094247246,0.01697792869269949,0.02447980416156671,0
204,broken-arc1-62.jpg,958,653,0.278705636743215,0.28560490045941805,0.3173277661795407,0.14241960183767227,2
205,air-hole7-008.jpg,1182,816,0.44712351945854484,0.11151960784313726,0.012690355329949238,0.014705882352941176,0
206,overlap100.jpg,958,653,0.4326722338204593,0.552833078101072,0.0720250521920668,0.08269525267993874,5
207,broken-arc2-058.jpg,958,653,0.5501043841336117,0.6301684532924962,0.534446764091858,0.7274119448698315,2
208,air-hole10-264.jpg,1182,817,0.5892554991539763,0.4883720930232558,0.017766497461928935,0.022031823745410038,0
209,air-hole10-264.jpg,1182,817,0.4373942470389171,0.28518971848225216,0.01692047377326565,0.019583843329253364,0
210,air-hole4(hollow-bead)-265.jpg,1182,820,0.32148900169204736,0.25914634146341464,0.015228426395939087,0.023170731707317073,0
211,air-hole4(hollow-bead)-265.jpg,1182,820,0.36125211505922167,0.3128048780487805,0.01353637901861252,0.018292682926829267,0
212,air-hole4(hollow-bead)-265.jpg,1182,820,0.40609137055837563,0.37317073170731707,0.015228426395939087,0.02195121951219512,0
213,air-hole4(hollow-bead)-265.jpg,1182,820,0.682741116751269,0.7384146341463415,0.015228426395939087,0.020731707317073172,0
214,air-hole4(hollow-bead)-265.jpg,1182,820,0.7986463620981388,0.8932926829268293,0.01692047377326565,0.023170731707317073,0
215,unfused5-40.jpg,1181,816,0.42887383573243015,0.5968137254901961,0.2464013547840813,0.2696078431372549,7
216,broken-arc3(air-hole)-237.jpg,1181,815,0.7993226079593565,0.28588957055214725,0.3861134631668078,0.5693251533742332,2
217,air-hole4(hollow-bead)-048.jpg,1182,820,0.5604906937394247,0.9298780487804879,0.010998307952622674,0.013414634146341463,0
218,air-hole4(hollow-bead)-048.jpg,1182,820,0.5025380710659898,0.8530487804878049,0.01353637901861252,0.018292682926829267,0
219,air-hole4(hollow-bead)-048.jpg,1182,820,0.4856175972927242,0.8304878048780487,0.011844331641285956,0.014634146341463415,0
220,air-hole4(hollow-bead)-048.jpg,1182,820,0.4183587140439932,0.7439024390243902,0.012690355329949238,0.01707317073170732,0
221,air-hole4(hollow-bead)-048.jpg,1182,820,0.3709813874788494,0.6798780487804879,0.012690355329949238,0.013414634146341463,0
222,unfused3-44.jpg,1182,818,0.4885786802030457,0.4676039119804401,0.13790186125211507,0.17481662591687042,7
223,air-hole10-000.jpg,1182,817,0.37648054145516074,0.6364749082007344,0.018612521150592216,0.02447980416156671,0
224,air-hole7-039.jpg,1182,816,0.12013536379018612,0.13909313725490197,0.01692047377326565,0.020833333333333332,0
225,air-hole7-039.jpg,1182,816,0.22715736040609136,0.27941176470588236,0.012690355329949238,0.01715686274509804,0
226,air-hole7-039.jpg,1182,816,0.4733502538071066,0.5992647058823529,0.014382402707275803,0.01715686274509804,0
227,unfused4-71.jpg,1182,817,0.7351945854483926,0.8280293757649939,0.23181049069373943,0.26560587515299877,7
228,broken-arc2-021.jpg,958,653,0.4545929018789144,0.8254211332312404,0.2599164926931106,0.33996937212863704,2
229,air-hole12(hollow-bead)-108.jpg,1178,817,0.9477928692699491,0.8788249694002448,0.017826825127334467,0.017135862913096694,0
230,air-hole12(hollow-bead)-108.jpg,1178,817,0.7907470288624788,0.6585067319461444,0.021222410865874362,0.02447980416156671,0
231,unfused6-36.jpg,1180,813,0.18940677966101696,0.5651906519065191,0.08050847457627118,0.08241082410824108,7
232,overlap123.jpg,958,653,0.4681628392484342,0.557427258805513,0.06576200417536535,0.07350689127105667,5
